Satelit,Latitude,Longitude,Kedalaman,Temperature

10,-7.822728,110.118873,21.2,31.3

10,-7.82272,110.118873,21.6,31.3

10,-7.822713,110.118873,20.7,31.4

10,-7.822707,110.118873,20.4,31.3

11,-7.8227,110.118865,20.8,31.3

11,-7.822691,110.118865,20.2,31.4

11,-7.822685,110.118865,19.9,31.4

11,-7.822679,110.118858,19.9,31.3

11,-7.82267,110.118858,20.1,31.3

11,-7.822662,110.118858,20.2,31.3

11,-7.822653,110.118858,19.9,31.3

11,-7.822647,110.118858,19.6,31.4

11,-7.822638,110.11885,19.2,31.4

11,-7.82263,110.11885,19.9,31.3

11,-7.822622,110.11885,19.1,31.3

11,-7.822612,110.11885,19.3,31.3

11,-7.822605,110.11885,19.1,31.3

11,-7.822597,110.118843,19.6,31.3

11,-7.822588,110.118843,18.9,31.3

11,-7.82258,110.118843,18.9,31.4

11,-7.822572,110.118843,18.6,31.2

11,-7.822563,110.118843,18.6,31.3

11,-7.822555,110.118843,18.6,31.3

11,-7.822546,110.118843,19.4,31.3

11,-7.822538,110.118835,18.7,31.3

10,-7.82253,110.118835,18.6,31.4

10,-7.822522,110.118835,18.6,31.3

10,-7.822514,110.118835,19.2,31.4

10,-7.822505,110.118835,18.7,31.3

10,-7.822496,110.118835,19.0,31.3

10,-7.82249,110.118835,19.0,31.3

10,-7.822483,110.118835,19.3,31.4

10,-7.822477,110.118835,19.4,31.4

10,-7.822468,110.118827,18.9,31.4

11,-7.822463,110.118827,19.0,31.3

11,-7.822455,110.118827,19.4,31.3

11,-7.822448,110.118827,19.5,31.4

11,-7.82244,110.11882,19.2,31.4

11,-7.822432,110.11882,19.8,31.4

10,-7.822423,110.11882,19.6,31.3

10,-7.822415,110.11882,19.7,31.3

10,-7.822407,110.11882,21.1,31.3

10,-7.822398,110.11882,21.5,31.2

10,-7.82239,110.11882,22.1,31.3

10,-7.822381,110.11882,22.6,31.3

10,-7.822373,110.11882,22.4,31.4

10,-7.822367,110.118812,22.6,31.4

10,-7.822358,110.118812,22.9,31.4

10,-7.822351,110.118812,23.5,31.3

10,-7.822345,110.118812,23.8,31.3

10,-7.822337,110.118804,25.3,31.2

10,-7.822329,110.118804,24.7,31.3

10,-7.82232,110.118804,25.8,31.4

10,-7.822312,110.118804,25.6,31.3

10,-7.822303,110.118797,25.8,31.3

10,-7.822295,110.118797,25.5,31.3

10,-7.822287,110.118797,25.5,31.3

10,-7.822278,110.118797,25.5,31.3

10,-7.82227,110.118797,25.8,31.3

10,-7.82226,110.118789,25.5,31.4

10,-7.822252,110.118789,25.7,31.4

10,-7.822243,110.118789,26.0,31.3

10,-7.822235,110.118789,25.8,31.3

10,-7.822227,110.118782,25.9,31.3

10,-7.822218,110.118782,25.9,31.3

10,-7.82221,110.118782,25.9,31.3

10,-7.822203,110.118782,26.0,31.4

10,-7.822196,110.118782,25.9,31.5

10,-7.822188,110.118782,25.9,31.3

10,-7.822182,110.118774,26.0,31.3

10,-7.822173,110.118774,25.9,31.4

10,-7.822166,110.118774,26.1,31.4

10,-7.822158,110.118774,26.0,31.4

10,-7.82215,110.118774,26.0,31.3

10,-7.822142,110.118766,26.6,31.4

10,-7.822133,110.118766,26.1,31.3

10,-7.822125,110.118766,26.1,31.3

10,-7.822117,110.118766,26.7,31.3

10,-7.822108,110.118759,26.5,31.3

10,-7.8221,110.118759,26.3,31.3

10,-7.822092,110.118759,26.0,31.3

10,-7.822083,110.118759,26.0,31.2

10,-7.822075,110.118751,26.6,31.3

10,-7.822067,110.118751,26.8,31.2

10,-7.82206,110.118751,26.1,31.3

10,-7.822052,110.118751,26.2,31.3

10,-7.822045,110.118751,26.0,31.3

10,-7.822037,110.118743,26.0,31.3

10,-7.82203,110.118743,26.0,31.3

10,-7.822021,110.118743,26.3,31.4

10,-7.822011,110.118736,25.9,31.3

10,-7.822001,110.118736,25.9,31.3

10,-7.821993,110.118736,26.0,31.3

10,-7.821983,110.118736,26.0,31.4

11,-7.821975,110.118728,25.8,31.3

11,-7.821965,110.118728,26.0,31.2

11,-7.821957,110.118721,26.0,31.4

11,-7.821949,110.118721,25.9,31.3

11,-7.82194,110.118713,25.8,31.2

11,-7.821932,110.118713,26.1,31.3

11,-7.821922,110.118705,25.7,31.3

11,-7.821913,110.118705,25.7,31.2

11,-7.821905,110.118705,25.8,31.2

10,-7.821898,110.118705,26.1,31.3

10,-7.82189,110.118705,26.3,31.3

10,-7.821883,110.118705,25.9,31.2

10,-7.821875,110.118705,25.7,31.4

10,-7.821868,110.118698,26.1,31.3

10,-7.821862,110.118698,26.5,31.3

10,-7.821853,110.118698,25.9,31.2

10,-7.821845,110.118698,25.7,31.4

10,-7.821838,110.118698,25.8,31.3

10,-7.82183,110.118698,25.7,31.3

10,-7.821822,110.118698,25.8,31.3

10,-7.821813,110.118698,26.1,31.3

10,-7.821805,110.118698,25.9,31.3

10,-7.821796,110.118698,25.8,31.4

10,-7.821788,110.118705,26.0,31.3

10,-7.821778,110.118705,25.9,31.3

10,-7.82177,110.118705,26.0,31.3

10,-7.821762,110.118705,25.8,31.3

11,-7.821753,110.118705,26.3,31.3

11,-7.821745,110.118705,25.8,31.3

10,-7.821737,110.118698,25.8,31.2

10,-7.821727,110.118698,25.8,31.4

10,-7.821718,110.118698,26.0,31.4

10,-7.821712,110.118698,25.7,31.4

10,-7.821703,110.118698,26.3,31.3

10,-7.821697,110.118698,25.8,31.2

10,-7.821688,110.118698,25.9,31.3

10,-7.82168,110.118698,25.9,31.3

10,-7.821671,110.118698,26.0,31.2

10,-7.821663,110.11869,25.7,31.3

10,-7.821655,110.11869,26.1,31.3

10,-7.821647,110.11869,25.7,31.3

10,-7.821638,110.11869,25.8,31.3

10,-7.821629,110.11869,25.7,31.3

10,-7.821618,110.11869,26.1,31.3

10,-7.82161,110.11869,26.1,31.3

10,-7.821602,110.118682,25.6,31.2

10,-7.821593,110.118682,25.6,31.3

10,-7.821585,110.118682,25.6,31.3

10,-7.821577,110.118675,25.6,31.3

10,-7.821568,110.118675,25.6,31.3

10,-7.821558,110.118675,25.6,31.3

10,-7.82155,110.118675,25.6,31.3

10,-7.821542,110.118675,25.6,31.3

10,-7.821533,110.118682,25.6,31.4

10,-7.821525,110.118682,25.6,31.3

10,-7.821516,110.118682,25.8,31.3

10,-7.821508,110.118675,26.0,31.3

10,-7.8215,110.118682,25.7,31.3

10,-7.821492,110.118682,25.8,31.3

10,-7.821483,110.118682,26.0,31.2

10,-7.821473,110.118682,26.0,31.4

10,-7.821465,110.118682,26.0,31.4

10,-7.821456,110.118682,25.6,31.3

10,-7.821448,110.118682,25.6,31.4

10,-7.82144,110.118682,25.6,31.3

10,-7.821432,110.118682,26.1,31.2

10,-7.821424,110.118682,25.6,31.4

10,-7.821413,110.118682,25.6,31.3

10,-7.821405,110.118682,25.6,31.4

10,-7.821397,110.11869,25.7,31.3

10,-7.821388,110.11869,25.6,31.3

10,-7.82138,110.11869,25.6,31.3

10,-7.82137,110.11869,25.6,31.3

10,-7.821363,110.11869,26.0,31.4

10,-7.821353,110.11869,25.5,31.4

10,-7.821345,110.11869,25.4,31.3

10,-7.821335,110.11869,25.4,31.3

10,-7.821325,110.11869,25.4,31.3

10,-7.821315,110.11869,25.2,31.3

10,-7.821307,110.11869,25.3,31.3

10,-7.821297,110.11869,24.8,31.4

10,-7.821288,110.11869,25.3,31.3

10,-7.82128,110.11869,25.1,31.3

10,-7.821272,110.11869,24.6,31.4

10,-7.821262,110.11869,24.6,31.3

10,-7.821253,110.11869,24.5,31.3

10,-7.821245,110.11869,24.5,31.3

10,-7.821235,110.11869,24.4,31.3

10,-7.821225,110.118698,24.4,31.3

10,-7.821217,110.118698,24.3,31.4

10,-7.821207,110.118698,24.3,31.3

10,-7.8212,110.118698,24.2,31.3

10,-7.821192,110.118698,24.2,31.3

10,-7.821183,110.118698,24.2,31.3

10,-7.821177,110.118698,24.1,31.3

10,-7.82117,110.118698,24.1,31.3

10,-7.821162,110.118698,24.1,31.3

10,-7.821155,110.118698,24.1,31.4

10,-7.821146,110.118698,24.0,31.4

10,-7.821138,110.118698,24.0,31.3

10,-7.82113,110.118698,24.0,31.4

10,-7.821122,110.118698,24.0,31.4

10,-7.821114,110.118698,23.9,31.4

10,-7.821105,110.118698,23.9,31.3

10,-7.821096,110.118698,23.9,31.3

10,-7.821088,110.118698,23.9,31.3

10,-7.82108,110.118698,24.0,31.3

10,-7.82107,110.118698,23.9,31.3

10,-7.821062,110.118698,23.6,31.3

10,-7.821052,110.118698,23.4,31.3

10,-7.821043,110.118698,23.3,31.3

10,-7.821033,110.118698,23.2,31.4

10,-7.821023,110.118698,23.0,31.4

10,-7.821015,110.118698,22.9,31.3

10,-7.821007,110.118698,23.0,31.3

10,-7.820998,110.118698,22.4,31.3

10,-7.82099,110.118698,22.9,31.3

10,-7.82098,110.118698,22.4,31.3

10,-7.82097,110.118698,21.9,31.4

10,-7.820961,110.118698,21.6,31.3

10,-7.820953,110.118698,21.7,31.3

10,-7.820945,110.118698,21.6,31.4

10,-7.820937,110.118698,21.6,31.4

10,-7.820929,110.118698,21.6,31.3

10,-7.820922,110.118698,21.5,31.3

10,-7.820913,110.118698,21.7,31.4

10,-7.820905,110.118698,21.5,31.4

10,-7.820897,110.118698,21.7,31.5

10,-7.820888,110.118698,21.6,31.3

10,-7.82088,110.118698,21.5,31.4

10,-7.820872,110.118698,21.4,31.5

10,-7.820862,110.118698,21.6,31.3

10,-7.820852,110.118698,20.8,31.4

10,-7.820843,110.118698,19.8,31.4

10,-7.820835,110.118698,19.2,31.3

10,-7.820828,110.118698,19.2,31.3

10,-7.82082,110.118698,19.0,31.4

10,-7.820812,110.118698,18.9,31.3

10,-7.820803,110.118698,18.5,31.3

10,-7.820795,110.118698,18.3,31.4

10,-7.820785,110.118698,18.5,31.4

10,-7.820776,110.118705,18.2,31.5

10,-7.820768,110.118705,18.4,31.3

10,-7.820758,110.118705,18.0,31.3

9,-7.820748,110.118705,17.7,31.4

9,-7.820738,110.118705,18.3,31.4

9,-7.82073,110.118713,17.7,31.6

9,-7.820722,110.118713,17.6,31.4

9,-7.820713,110.118705,17.6,31.3

9,-7.820705,110.118705,17.9,31.3

9,-7.820697,110.118705,17.5,31.3

10,-7.820687,110.118705,17.5,31.3

10,-7.820678,110.118705,17.8,31.4

7,-7.820668,110.118705,17.5,31.3

10,-7.82066,110.118705,17.4,31.4

11,-7.82065,110.118705,17.7,31.4

10,-7.820641,110.118705,17.8,31.4

10,-7.820631,110.118705,17.4,31.4

10,-7.820621,110.118713,17.5,31.5

8,-7.820611,110.118705,17.5,31.3

9,-7.820603,110.118705,17.6,31.4

8,-7.820595,110.118705,17.6,31.4

7,-7.820585,110.118705,17.7,31.4

8,-7.820577,110.118713,17.9,31.3

8,-7.820567,110.118713,17.7,31.4

8,-7.820557,110.118713,17.5,31.5

8,-7.820545,110.118721,17.5,31.4

8,-7.820535,110.118721,17.5,31.4

9,-7.820525,110.118728,17.4,31.3

9,-7.820517,110.118728,17.8,31.6

10,-7.820508,110.118728,17.7,31.3

10,-7.820502,110.118736,17.6,31.5

10,-7.820493,110.118736,16.6,31.4

9,-7.820487,110.118736,16.3,31.5

9,-7.820478,110.118736,16.4,31.4

10,-7.82047,110.118736,16.1,31.3

10,-7.820463,110.118743,16.2,31.4

10,-7.820455,110.118743,16.2,31.4

10,-7.820445,110.118751,16.4,31.3

10,-7.820438,110.118751,16.4,31.5

10,-7.82043,110.118751,16.2,31.5

10,-7.820422,110.118759,16.5,31.5

10,-7.820413,110.118766,16.6,31.4

10,-7.820407,110.118766,16.7,31.4

10,-7.8204,110.118774,18.1,31.4

10,-7.820395,110.118774,18.4,31.5

10,-7.820388,110.118782,18.3,31.4

10,-7.820382,110.118782,18.2,31.4

10,-7.820374,110.118782,18.1,31.4

10,-7.820367,110.118789,18.0,31.4

10,-7.820358,110.118789,18.4,31.6

9,-7.82035,110.118797,18.1,31.5

9,-7.820342,110.118804,17.8,31.3

9,-7.820335,110.118804,17.3,31.4

10,-7.820328,110.118812,17.3,31.4

10,-7.820322,110.11882,17.4,31.5

10,-7.820315,110.11882,17.2,31.4

10,-7.820308,110.118827,17.3,31.5

10,-7.8203,110.118835,17.3,31.4

10,-7.820293,110.118835,17.2,31.5

10,-7.820287,110.118843,17.2,31.5

10,-7.82028,110.118843,17.7,31.5

10,-7.820271,110.11885,17.2,31.5

10,-7.820263,110.11885,17.1,31.5

10,-7.820255,110.118858,16.7,31.4

10,-7.820247,110.118858,16.8,31.4

10,-7.82024,110.118865,16.3,31.6

10,-7.820231,110.118865,16.8,31.4

10,-7.820225,110.118873,16.4,31.4

10,-7.82022,110.118873,16.4,31.5

10,-7.820213,110.118873,16.9,31.5

10,-7.820207,110.118881,16.4,31.4

10,-7.8202,110.118881,16.7,31.5

10,-7.820195,110.118888,17.0,31.6

10,-7.82019,110.118888,16.8,31.5

11,-7.820183,110.118896,16.9,31.5

11,-7.820177,110.118904,16.7,31.4

11,-7.82017,110.118904,17.1,31.6

11,-7.820162,110.118911,16.8,31.5

11,-7.820152,110.118919,16.8,31.5

11,-7.820145,110.118919,17.3,31.4

11,-7.820137,110.118927,17.2,31.5

11,-7.82013,110.118934,17.1,31.6

11,-7.820125,110.118934,17.1,31.4

11,-7.820118,110.118942,17.5,31.5

11,-7.82011,110.118942,17.2,31.4

11,-7.820102,110.118949,17.4,31.4

11,-7.820095,110.118957,17.0,31.5

11,-7.820086,110.118965,17.0,31.5

11,-7.820078,110.118965,17.4,31.5

10,-7.820072,110.118972,17.1,31.5

11,-7.820065,110.118972,17.1,31.5

10,-7.820058,110.11898,17.2,31.5

10,-7.82005,110.11898,18.7,31.7

10,-7.820044,110.118988,18.9,31.5

10,-7.820035,110.118988,18.9,31.6

10,-7.820028,110.118995,19.0,31.5

10,-7.82002,110.119003,19.0,31.5

10,-7.820012,110.119003,19.5,31.4

10,-7.820003,110.11901,19.5,31.5

10,-7.819995,110.119018,18.9,31.5

10,-7.819987,110.119018,17.9,31.5

10,-7.81998,110.119026,18.3,31.5

10,-7.819972,110.119033,18.3,31.5

10,-7.819965,110.119033,19.0,31.4

10,-7.81996,110.119041,18.4,31.6

10,-7.819955,110.119049,18.6,31.7

10,-7.819948,110.119056,18.5,31.5

10,-7.819941,110.119056,18.9,31.6

10,-7.819935,110.119064,18.6,31.6

10,-7.819928,110.119071,19.1,31.5

10,-7.819923,110.119079,19.4,31.5

10,-7.819917,110.119079,19.5,31.4

10,-7.81991,110.119087,19.6,31.6

10,-7.819907,110.119094,19.3,31.5

10,-7.819903,110.119102,19.5,31.6

10,-7.8199,110.11911,20.3,31.6

10,-7.819897,110.11911,19.6,31.5

10,-7.819893,110.119117,19.5,31.5

10,-7.81989,110.119125,19.8,31.4

10,-7.819887,110.119125,19.9,31.4

10,-7.819883,110.119132,19.6,31.5

10,-7.81988,110.11914,19.8,31.5

10,-7.819879,110.119148,19.6,31.5

11,-7.819875,110.119155,20.1,31.6

11,-7.819875,110.119163,19.8,31.5

11,-7.819873,110.119163,20.1,31.6

11,-7.819872,110.119171,20.0,31.5

11,-7.81987,110.119178,20.2,31.6

10,-7.81987,110.119186,20.1,31.5

11,-7.819872,110.119186,20.2,31.6

11,-7.819873,110.119194,20.3,31.6

11,-7.819873,110.119201,22.1,31.6

10,-7.819873,110.119209,23.4,31.5

11,-7.819875,110.119216,23.2,31.5

11,-7.819877,110.119224,23.8,31.5

11,-7.819879,110.119224,24.1,31.4

11,-7.81988,110.119232,24.0,31.6

11,-7.819881,110.119239,23.6,31.5

10,-7.819883,110.119247,23.6,31.6

10,-7.819887,110.119255,23.7,31.5

10,-7.819888,110.119262,24.2,31.5

10,-7.81989,110.119262,24.4,31.6

10,-7.819891,110.11927,24.0,31.7

10,-7.819893,110.119277,23.8,31.5

10,-7.819893,110.119285,23.7,31.5

10,-7.819895,110.119293,23.7,31.6

10,-7.819897,110.1193,23.7,31.6

10,-7.819898,110.119308,23.6,31.5

10,-7.8199,110.119316,23.6,31.6

10,-7.819901,110.119323,23.9,31.7

10,-7.819901,110.119331,23.5,31.5

10,-7.819903,110.119331,23.4,31.4

10,-7.819903,110.119346,23.5,31.6

10,-7.819903,110.119354,23.3,31.7

10,-7.819905,110.119361,23.2,31.6

10,-7.819905,110.119369,23.1,31.7

10,-7.819907,110.119377,23.2,31.5

10,-7.819907,110.119384,23.1,31.5

10,-7.819908,110.119392,23.0,31.5

10,-7.819908,110.1194,23.1,31.7

10,-7.819907,110.119407,23.0,31.5

10,-7.819907,110.119415,22.9,31.6

10,-7.819905,110.119422,22.9,31.6

10,-7.819905,110.11943,22.9,31.5

10,-7.819905,110.119438,22.9,31.7

10,-7.819905,110.119453,22.9,31.7

10,-7.819905,110.119461,22.9,31.5

10,-7.819905,110.119468,22.9,31.6

10,-7.819903,110.119476,23.3,31.6

10,-7.819901,110.119483,22.9,31.6

10,-7.819901,110.119491,23.0,31.6

10,-7.8199,110.119506,23.5,31.7

10,-7.8199,110.119514,23.4,31.7

10,-7.819898,110.119522,23.4,31.6

10,-7.819897,110.119529,23.0,31.5

10,-7.819897,110.119537,23.1,31.6

10,-7.819893,110.119552,23.1,31.6

10,-7.819891,110.11956,22.8,31.5

10,-7.81989,110.119567,23.2,31.6

10,-7.819888,110.119583,22.8,31.6

11,-7.819887,110.11959,22.7,31.7

10,-7.819887,110.119598,22.7,31.6

10,-7.819888,110.119613,22.9,31.7

10,-7.819888,110.119621,22.4,31.6

10,-7.819888,110.119636,23.1,31.7

10,-7.819887,110.119644,22.0,31.7

10,-7.819887,110.119659,22.2,31.6

10,-7.819887,110.119667,22.0,31.6

10,-7.819888,110.119674,22.1,31.6

10,-7.81989,110.119682,21.6,31.7

10,-7.819891,110.119689,22.4,31.5

10,-7.819893,110.119705,20.8,31.7

10,-7.819895,110.119712,20.7,31.6

10,-7.819897,110.11972,21.2,31.7

10,-7.8199,110.119728,20.8,31.7

10,-7.819901,110.119735,21.1,31.6

10,-7.819905,110.119743,21.0,31.7

10,-7.81991,110.11975,21.3,31.7

10,-7.819913,110.119758,20.9,31.7

10,-7.819917,110.119766,21.2,31.7

10,-7.81992,110.119773,20.7,31.6

10,-7.819923,110.119781,20.1,31.7

10,-7.819928,110.119789,20.7,31.6

10,-7.819933,110.119796,20.4,31.6

10,-7.819938,110.119804,21.2,31.6

10,-7.819943,110.119812,19.8,31.6

10,-7.81995,110.119819,20.2,31.6

10,-7.819955,110.119827,19.9,31.6

10,-7.81996,110.119834,19.5,31.6

10,-7.819965,110.119842,19.7,31.6

10,-7.819972,110.11985,19.6,31.6

10,-7.819978,110.119857,19.4,31.5

10,-7.819983,110.119865,19.6,31.7

10,-7.819992,110.119873,19.9,31.7

10,-7.819998,110.11988,18.7,31.6

9,-7.820007,110.119888,19.4,31.5

9,-7.820015,110.119895,18.7,31.4

9,-7.820022,110.119903,18.1,31.5

10,-7.82003,110.119911,17.9,31.6

9,-7.820037,110.119918,17.9,31.5

9,-7.820044,110.119926,18.1,31.7

9,-7.82005,110.119941,18.3,31.5

10,-7.820056,110.119949,17.3,31.6

10,-7.820065,110.119956,16.2,31.6

10,-7.820072,110.119964,16.8,31.6

10,-7.820076,110.119972,15.7,31.5

10,-7.820083,110.119979,16.1,31.6

10,-7.820088,110.119987,15.7,31.6

10,-7.820095,110.120002,15.9,31.6

10,-7.8201,110.12001,15.0,31.7

10,-7.820105,110.120018,15.1,31.5

10,-7.82011,110.120025,15.6,31.6

10,-7.820116,110.120033,14.8,31.6

10,-7.820123,110.12004,14.7,31.6

10,-7.82013,110.120048,14.7,31.6

10,-7.820138,110.120056,14.4,31.6

10,-7.820145,110.120071,13.8,31.6

10,-7.820153,110.120079,13.7,31.6

10,-7.82016,110.120086,13.6,31.5

10,-7.820167,110.120094,13.0,31.5

10,-7.820172,110.120101,13.2,31.5

10,-7.820175,110.120117,12.6,31.5

10,-7.82018,110.120124,12.5,31.7

10,-7.820183,110.120132,12.4,31.6

10,-7.820188,110.12014,12.4,31.6

10,-7.820193,110.120147,11.7,31.6

10,-7.820199,110.120155,11.8,31.6

10,-7.820203,110.120162,11.7,31.6

10,-7.820209,110.120178,11.8,31.7

10,-7.820211,110.120185,11.7,31.6

10,-7.820215,110.120201,12.0,31.6

10,-7.820218,110.120208,11.9,31.5

10,-7.820223,110.120216,11.8,31.6

10,-7.82023,110.120231,11.4,31.7

10,-7.820235,110.120239,11.7,31.6

10,-7.820242,110.120246,11.9,31.6

10,-7.82025,110.120262,11.7,31.5

10,-7.820257,110.120269,11.1,31.6

10,-7.820262,110.120277,11.0,31.6

10,-7.820268,110.120285,11.1,31.5

10,-7.820277,110.120292,10.9,31.6

10,-7.820283,110.1203,10.9,31.5

10,-7.82029,110.120307,10.8,31.6

10,-7.820297,110.120323,10.7,31.6

10,-7.820303,110.12033,10.7,31.6

10,-7.82031,110.120338,10.7,31.7

10,-7.820317,110.120346,10.6,31.6

10,-7.820325,110.120353,11.1,31.5

10,-7.820332,110.120361,11.1,31.6

10,-7.82034,110.120376,11.1,31.7

10,-7.820348,110.120376,10.6,31.7

10,-7.820355,110.120391,11.1,31.6

10,-7.820363,110.120391,11.0,31.6

10,-7.820372,110.120407,11.0,31.5

10,-7.82038,110.120414,11.0,31.6

10,-7.820388,110.120422,11.0,31.6

10,-7.820395,110.120429,11.1,31.5

10,-7.820402,110.120437,11.4,31.7

10,-7.82041,110.120445,11.3,31.5

11,-7.820415,110.120452,11.3,31.6

11,-7.820422,110.12046,11.7,31.6

11,-7.820425,110.120468,11.5,31.6

11,-7.82043,110.120475,11.6,31.6

11,-7.820435,110.120483,11.6,31.6

11,-7.820438,110.120491,11.7,31.8

10,-7.820443,110.120498,11.7,31.6

10,-7.820448,110.120506,11.8,31.5

10,-7.820455,110.120513,11.8,31.5

10,-7.82046,110.120521,11.9,31.6

10,-7.820466,110.120529,12.0,31.5

10,-7.820472,110.120536,12.0,31.6

10,-7.820477,110.120552,12.0,31.5

9,-7.820483,110.120559,12.0,31.7

10,-7.820487,110.120559,12.3,31.7

10,-7.82049,110.120574,12.1,31.5

10,-7.820493,110.120574,12.1,31.5

10,-7.820493,110.120582,12.2,31.6

10,-7.820495,110.12059,12.2,31.6

10,-7.820497,110.120597,12.3,31.5

10,-7.820498,110.120605,12.3,31.6

10,-7.820498,110.120613,12.6,31.6

10,-7.820498,110.120613,12.5,31.5

11,-7.820495,110.12062,12.9,31.7

11,-7.820493,110.120628,12.6,31.7

11,-7.82049,110.120628,12.6,31.5

11,-7.820488,110.120635,12.7,31.7

10,-7.820487,110.120643,12.6,31.6

10,-7.820487,110.120651,12.5,31.5

9,-7.820485,110.120658,12.5,31.6

9,-7.820483,110.120666,12.6,31.6

9,-7.820482,110.120666,12.6,31.6

10,-7.820478,110.120674,13.1,31.7

10,-7.820477,110.120681,12.7,31.5

9,-7.820473,110.120689,12.8,31.6

9,-7.82047,110.120697,12.7,31.7

9,-7.820466,110.120704,12.8,31.6

9,-7.820463,110.120712,12.7,31.5

9,-7.82046,110.120712,13.4,31.6

9,-7.820456,110.120719,13.6,31.5

9,-7.820452,110.120727,13.1,31.5

9,-7.820445,110.120735,14.1,31.7

9,-7.82044,110.120742,13.4,31.6

6,-7.820435,110.12075,13.7,31.6

11,-7.820428,110.12075,13.9,31.5

9,-7.820423,110.120758,13.9,31.6

9,-7.82042,110.120765,13.8,31.5

10,-7.820418,110.120773,14.0,31.6

10,-7.820416,110.12078,13.6,31.6

10,-7.820413,110.120788,13.7,31.5

10,-7.82041,110.120796,13.3,31.5

9,-7.820408,110.120803,13.3,31.5

9,-7.820408,110.120811,13.7,31.6

9,-7.820407,110.120819,13.3,31.6

9,-7.820405,110.120826,13.5,31.5

9,-7.820403,110.120826,13.3,31.6

10,-7.820403,110.120834,13.1,31.5

10,-7.820402,110.120841,13.3,31.6

11,-7.820402,110.120849,13.2,31.6

10,-7.820402,110.120849,13.3,31.6

10,-7.820402,110.120857,12.9,31.6

10,-7.820403,110.120864,13.0,31.5

10,-7.820405,110.120872,13.0,31.5

10,-7.820405,110.12088,12.3,31.6

10,-7.820405,110.12088,12.2,31.5

10,-7.820407,110.120887,12.3,31.5

10,-7.820408,110.120895,11.8,31.4

9,-7.82041,110.120903,11.7,31.5

9,-7.820413,110.120903,11.9,31.6

9,-7.820418,110.12091,11.5,31.5

9,-7.820422,110.12091,11.7,31.6

9,-7.820427,110.120918,11.6,31.6

9,-7.820428,110.120918,11.2,31.6

10,-7.820428,110.120925,11.2,31.5

10,-7.82043,110.120925,11.2,31.6

10,-7.820433,110.120933,10.9,31.4

10,-7.820435,110.120933,10.9,31.5

9,-7.820438,110.120941,11.1,31.6

9,-7.82044,110.120941,10.9,31.5

8,-7.820442,110.120948,10.7,31.4

9,-7.820445,110.120948,10.6,31.5

10,-7.820448,110.120956,10.7,31.5

10,-7.820452,110.120956,10.5,31.6

10,-7.820456,110.120964,10.9,31.6

6,-7.82046,110.120964,10.6,31.6

10,-7.820465,110.120964,10.2,31.5

9,-7.820468,110.120971,10.3,31.6

9,-7.820472,110.120971,10.2,31.6

10,-7.820475,110.120971,10.7,31.6

10,-7.82048,110.120971,10.2,31.6

10,-7.820483,110.120971,10.2,31.6

10,-7.820487,110.120971,10.2,31.6

9,-7.82049,110.120971,10.0,31.6

10,-7.82049,110.120971,9.9,31.6

9,-7.820492,110.120971,10.4,31.6

8,-7.820493,110.120971,10.4,31.5

9,-7.820495,110.120971,10.5,31.5

10,-7.820498,110.120971,9.9,31.5

10,-7.820502,110.120971,10.2,31.5

11,-7.820505,110.120971,9.8,31.5

11,-7.820508,110.120971,9.9,31.5

11,-7.820512,110.120971,10.2,31.5

11,-7.820515,110.120971,9.7,31.6

10,-7.820517,110.120971,9.9,31.6

11,-7.82052,110.120971,10.0,31.5

11,-7.820523,110.120971,9.7,31.6

11,-7.820525,110.120979,10.1,31.6

11,-7.820528,110.120979,9.6,31.4

11,-7.820528,110.120979,10.0,31.5

11,-7.820532,110.120979,10.1,31.5

10,-7.820533,110.120979,9.6,31.4

10,-7.820537,110.120979,9.8,31.6

10,-7.820537,110.120979,10.2,31.6

10,-7.820538,110.120979,9.7,31.5

11,-7.820538,110.120979,9.6,31.6

10,-7.820538,110.120971,9.6,31.5

9,-7.82054,110.120971,10.0,31.6

11,-7.820538,110.120971,9.9,31.6

11,-7.820538,110.120971,10.0,31.5

10,-7.820538,110.120979,9.7,31.6

9,-7.82054,110.120979,9.6,31.6

