Satelit,Latitude,Longitude,Kedalaman,Temperature
10,-7.825911,110.114517,8.8,30.7
10,-7.8259,110.114524,8.8,30.6
10,-7.825888,110.114532,9.4,30.7
10,-7.825878,110.11454,9.5,30.7
10,-7.825867,110.114547,9.5,30.7
10,-7.825855,110.114555,9.6,30.7
10,-7.825843,110.114555,10.7,30.9
10,-7.82583,110.114562,10.6,30.8
10,-7.825818,110.11457,11,30.7
9,-7.825807,110.114578,11.2,30.8
10,-7.825795,110.114585,11.1,30.7
10,-7.825783,110.114593,11.7,30.7
10,-7.825772,110.114593,12,30.7
10,-7.82576,110.114601,12.1,30.7
10,-7.82575,110.114608,12.4,30.6
10,-7.82574,110.114616,12.4,30.7
10,-7.825728,110.114616,13,30.7
10,-7.825718,110.114624,13,30.6
10,-7.825706,110.114631,13.5,30.6
10,-7.825693,110.114639,13.6,30.7
10,-7.825682,110.114646,13.2,30.6
10,-7.82567,110.114654,13.3,30.7
10,-7.825658,110.114662,13.3,30.7
10,-7.825648,110.114669,13.9,30.8
10,-7.825637,110.114677,13.9,30.8
10,-7.825625,110.114685,13.9,30.6
10,-7.825613,110.114692,13.7,30.8
10,-7.825602,110.1147,13.6,30.8
10,-7.82559,110.1147,13.7,30.7
10,-7.82558,110.114707,13.4,30.6
10,-7.825568,110.114715,13.4,30.7
10,-7.82556,110.114723,14,30.8
10,-7.82555,110.114723,14.1,30.6
10,-7.82554,110.114738,14.4,30.7
10,-7.82553,110.114738,14.4,30.8
10,-7.82552,110.114746,14.4,30.8
10,-7.825508,110.114753,14.4,30.7
10,-7.825498,110.114761,14.8,30.6
10,-7.825487,110.114768,14.3,30.5
10,-7.825475,110.114768,14.5,30.6
10,-7.825465,110.114776,14.4,30.5
10,-7.825453,110.114776,14.4,30.7
10,-7.825443,110.114784,14.4,30.6
10,-7.825432,110.114791,14.4,30.5
10,-7.82542,110.114791,14.5,30.6
10,-7.825408,110.114799,14.5,30.6
10,-7.825397,110.114807,14.5,30.6
10,-7.825385,110.114807,15.4,30.6
10,-7.825373,110.114814,14.8,30.6
10,-7.82536,110.114814,15,30.6
10,-7.825348,110.114822,14.8,30.6
10,-7.825335,110.114822,14.7,30.7
10,-7.825323,110.11483,15.6,30.6
10,-7.825312,110.11483,14.9,30.7
10,-7.8253,110.11483,15.4,30.6
10,-7.825288,110.114837,14.9,30.6
10,-7.825277,110.114837,15.3,30.6
10,-7.825263,110.114845,15.2,30.6
10,-7.825252,110.114845,15.2,30.6
10,-7.82524,110.114845,15.7,30.6
10,-7.825227,110.114852,15.6,30.6
10,-7.825215,110.114852,15.6,30.5
10,-7.825201,110.114852,15.6,30.6
10,-7.82519,110.114852,14.7,30.7
11,-7.825177,110.11486,14.6,30.7
11,-7.825163,110.11486,14.5,30.6
11,-7.82515,110.11486,14.6,30.6
11,-7.825137,110.114868,14.3,30.7
11,-7.825125,110.114875,14.1,30.6
11,-7.825112,110.114875,14.1,30.6
11,-7.8251,110.114883,14.3,30.7
11,-7.825088,110.114883,14.1,30.6
11,-7.825075,110.114891,13.9,30.7
11,-7.825063,110.114891,14.1,30.6
10,-7.825052,110.114898,13.8,30.7
11,-7.82504,110.114898,14.1,30.6
10,-7.825026,110.114898,14,30.6
10,-7.825015,110.114906,14,30.6
10,-7.825002,110.114906,14,30.5
10,-7.824988,110.114906,14,30.7
11,-7.824975,110.114913,14.1,30.6
11,-7.824964,110.114913,14.2,30.6
11,-7.82495,110.114913,14.1,30.7
11,-7.824938,110.114921,14.1,30.7
11,-7.824925,110.114921,14.1,30.7
11,-7.824912,110.114921,14.1,30.7
11,-7.8249,110.114929,14.2,30.6
11,-7.824887,110.114936,14.2,30.6
11,-7.824877,110.114936,14.2,30.5
11,-7.824865,110.114944,14.3,30.6
11,-7.824851,110.114944,14.3,30.6
11,-7.82484,110.114952,14.7,30.5
11,-7.82483,110.114952,14.4,30.5
11,-7.824818,110.114952,14.7,30.6
11,-7.824808,110.114959,14.6,30.7
11,-7.824797,110.114959,14.2,30.6
11,-7.824785,110.114967,14.5,30.5
11,-7.824773,110.114967,14.1,30.5
11,-7.824762,110.114974,13.8,30.6
11,-7.82475,110.114974,14.1,30.6
11,-7.824737,110.114982,13.7,30.6
11,-7.824725,110.114982,13.8,30.6
11,-7.824713,110.11499,13.5,30.6
11,-7.824702,110.11499,13.3,30.6
11,-7.824692,110.114997,13.3,30.5
11,-7.82468,110.114997,13.1,30.5
11,-7.824666,110.115005,12.9,30.5
11,-7.824655,110.115005,12.9,30.6
11,-7.824645,110.115013,12.6,30.6
11,-7.824634,110.11502,12.5,30.5
11,-7.824622,110.115028,12.4,30.6
11,-7.82461,110.115028,12.4,30.6
11,-7.824598,110.115036,11.9,30.5
11,-7.824587,110.115043,11.8,30.6
11,-7.824575,110.115043,11.9,30.6
11,-7.824563,110.115051,11.8,30.6
11,-7.824552,110.115051,11,30.6
11,-7.82454,110.115051,11,30.5
11,-7.824528,110.115058,10.9,30.6
11,-7.824517,110.115058,10.3,30.5
11,-7.824505,110.115066,10.4,30.6
11,-7.824495,110.115066,10.2,30.6
11,-7.824481,110.115074,9.6,30.6
11,-7.82447,110.115074,9.9,30.6
11,-7.824457,110.115081,8.9,30.5
11,-7.824445,110.115081,8.8,30.7
11,-7.824433,110.115089,8.3,30.6
11,-7.824422,110.115089,7.7,30.7
11,-7.82441,110.115097,7.7,30.6
11,-7.824397,110.115097,7.7,30.7
11,-7.824387,110.115104,7.2,30.7
11,-7.824377,110.115104,7.5,30.6
11,-7.824365,110.115104,7.7,30.6
11,-7.824353,110.115112,7.8,30.5
11,-7.824342,110.115112,7.6,30.7
11,-7.824332,110.115119,7.6,30.5
11,-7.82432,110.115119,8.4,30.6
11,-7.824308,110.115127,8.3,30.5
11,-7.824298,110.115135,8.9,30.6
11,-7.824286,110.115142,8.4,30.5
11,-7.824275,110.11515,9,30.5
11,-7.824264,110.11515,9.8,30.5
11,-7.82425,110.115158,9.7,30.6
11,-7.824238,110.115158,9.6,30.5
11,-7.824227,110.115165,10,30.5
11,-7.824213,110.115173,9.8,30.6
11,-7.824202,110.115173,10.4,30.5
11,-7.82419,110.11518,10.5,30.5
11,-7.824178,110.115188,10.4,30.5
11,-7.824167,110.115188,10.8,30.6
11,-7.824155,110.115196,10.9,30.6
11,-7.824143,110.115196,11.4,30.5
11,-7.824131,110.115203,11.6,30.6
11,-7.82412,110.115211,11.8,30.6
11,-7.824108,110.115211,12.3,30.6
11,-7.824097,110.115219,12.6,30.6
11,-7.824085,110.115226,12.8,30.6
11,-7.824073,110.115226,13.6,30.5
11,-7.824063,110.115234,13.7,30.6
11,-7.824052,110.115234,14.6,30.5
11,-7.82404,110.115242,14.6,30.6
11,-7.824028,110.115242,14.9,30.6
11,-7.824017,110.115249,15.8,30.5
11,-7.824003,110.115249,15.9,30.5
11,-7.823992,110.115257,16.3,30.6
11,-7.823978,110.115264,16.7,30.6
11,-7.823966,110.115264,16.7,30.7
11,-7.823955,110.115272,17.8,30.6
11,-7.823942,110.11528,18,30.7
11,-7.823932,110.115287,18.9,30.6
11,-7.82392,110.115287,18.7,30.6
11,-7.823908,110.115295,18.9,30.6
11,-7.823896,110.115295,19.3,30.7
11,-7.823884,110.115303,19.9,30.6
11,-7.823872,110.115303,19.7,30.6
11,-7.823858,110.11531,19.7,30.5
11,-7.823845,110.11531,20,30.6
11,-7.823832,110.115318,20.1,30.6
11,-7.82382,110.115318,21.4,30.5
11,-7.823807,110.115325,21.2,30.5
11,-7.823795,110.115333,21.4,30.5
11,-7.823783,110.115333,22.2,30.6
11,-7.823771,110.115341,22.6,30.6
11,-7.82376,110.115341,23.5,30.6
11,-7.823747,110.115348,23.3,30.5
11,-7.823735,110.115356,23.3,30.6
11,-7.823722,110.115356,23.4,30.6
11,-7.823709,110.115364,24.6,30.6
11,-7.823695,110.115371,24.2,30.6
11,-7.823682,110.115371,24.6,30.6
11,-7.82367,110.115379,24.5,30.7
11,-7.823658,110.115386,26.1,30.6
11,-7.823645,110.115386,26.2,30.6
11,-7.823633,110.115386,26.6,30.5
11,-7.823622,110.115394,27.2,30.6
11,-7.823608,110.115394,28,30.6
11,-7.823595,110.115394,27.7,30.6
11,-7.823584,110.115402,27.7,30.6
11,-7.823572,110.115409,26.9,30.6
11,-7.823558,110.115409,27.9,30.5
11,-7.823545,110.115417,28,30.6
11,-7.823533,110.115417,28.2,30.5
11,-7.82352,110.115425,28.9,30.6
11,-7.823507,110.115425,28.6,30.5
11,-7.823495,110.115432,29.3,30.6
11,-7.823482,110.11544,29,30.6
11,-7.823468,110.11544,29.4,30.5
11,-7.823455,110.11544,29.3,30.6
11,-7.823441,110.115447,29.7,30.6
11,-7.823428,110.115447,29.3,30.7
11,-7.823417,110.115455,29.6,30.6
11,-7.823403,110.115463,29.3,30.7
11,-7.82339,110.11547,29.4,30.6
11,-7.823377,110.11547,29.4,30.6
11,-7.823365,110.115478,29.5,30.6
11,-7.823352,110.115478,29.4,30.6
11,-7.823338,110.115486,29.8,30.3
11,-7.823325,110.115493,29.9,30.6
11,-7.823312,110.115493,29.7,30.6
11,-7.823298,110.115501,29.7,30.6
11,-7.823285,110.115501,29.7,30.6
11,-7.823272,110.115501,29.8,30.6
11,-7.823256,110.115509,29.6,30.6
11,-7.823243,110.115516,29.9,30.5
11,-7.82323,110.115516,29.9,30.7
11,-7.823216,110.115516,29.3,30.5
11,-7.823203,110.115524,29.5,30.6
11,-7.82319,110.115531,29.3,30.5
11,-7.823176,110.115531,29.4,30.6
11,-7.823163,110.115539,29.4,30.5
11,-7.823152,110.115539,29.3,30.7
11,-7.823138,110.115547,29.4,30.6
11,-7.823125,110.115554,29.6,30.5
11,-7.823112,110.115554,29.4,30.6
11,-7.823098,110.115562,29.4,30.6
11,-7.823085,110.11557,29.2,30.6
11,-7.823071,110.11557,29.2,30.5
11,-7.823058,110.115577,29.6,30.6
11,-7.823045,110.115585,29.2,30.5
11,-7.823031,110.115585,29.4,30.5
11,-7.82302,110.115592,29.3,30.6
11,-7.823007,110.115592,29.5,30.6
11,-7.822995,110.1156,29.2,30.7
11,-7.822983,110.115608,29.6,30.5
11,-7.822972,110.115608,29.2,30.6
11,-7.82296,110.115615,29.4,30.5
11,-7.822947,110.115623,29.1,30.6
11,-7.822935,110.115623,28.9,30.6
11,-7.822923,110.115631,29.1,30.5
11,-7.82291,110.115638,28.9,30.5
11,-7.822896,110.115638,29,30.6
11,-7.822883,110.115646,28.8,30.5
11,-7.822872,110.115653,29,30.6
11,-7.822858,110.115661,29,30.6
11,-7.822845,110.115661,28.7,30.6
11,-7.822832,110.115669,29.1,30.6
11,-7.822818,110.115669,28.7,30.5
11,-7.822807,110.115676,28.7,30.6
11,-7.822793,110.115676,28.6,30.5
11,-7.82278,110.115684,28.5,30.6
11,-7.822768,110.115692,28.6,30.6
11,-7.822755,110.115692,28.5,30.5
11,-7.822743,110.115699,29,30.6
11,-7.822728,110.115699,28.6,30.5
11,-7.822717,110.115707,28.8,30.5
11,-7.822703,110.115715,30.6,30.6
11,-7.822693,110.115715,30.6,30.6
11,-7.822681,110.115722,30.6,30.6
11,-7.82267,110.11573,30.6,30.6
11,-7.822659,110.115737,30.7,30.5
11,-7.822649,110.115745,30.4,30.3
11,-7.822638,110.115753,30.3,30.6
11,-7.822632,110.115768,29.9,30.6
11,-7.822625,110.115776,30.1,30.5
11,-7.822618,110.115783,29.7,30.5
11,-7.822613,110.115798,29.5,30.6
11,-7.822607,110.115806,29.6,30.6
11,-7.8226,110.115814,28.4,30.5
11,-7.822592,110.115829,28.4,30.5
11,-7.822583,110.115837,28.3,30.6
11,-7.822575,110.115844,28.1,30.6
11,-7.822566,110.115859,28.2,30.6
11,-7.822558,110.115867,28.4,30.5
11,-7.822552,110.115882,28,30.6
11,-7.822545,110.11589,24.8,30.6
11,-7.822538,110.115905,24.5,30.6
11,-7.822532,110.115921,23.6,30.6
11,-7.822525,110.115928,23,30.5
11,-7.822518,110.115943,20.9,30.5
11,-7.82251,110.115959,20.7,30.5
11,-7.822502,110.115966,21.1,30.6
11,-7.822495,110.115982,19.6,30.5
11,-7.822488,110.115989,19.6,30.6
11,-7.822482,110.116004,19.2,30.6
11,-7.822475,110.11602,18.8,30.6
11,-7.822467,110.116027,18.7,30.5
11,-7.82246,110.116043,18.1,30.5
11,-7.822453,110.11605,18.1,30.5
11,-7.822447,110.116065,18.2,30.5
11,-7.82244,110.116081,18,30.6
11,-7.822433,110.116088,17.7,30.5
11,-7.822427,110.116104,17.8,30.5
11,-7.822422,110.116119,17.8,30.5
11,-7.822415,110.116134,17.3,30.6
11,-7.822408,110.116149,17.7,30.6
11,-7.822403,110.116165,17.3,30.5
11,-7.822398,110.11618,17.3,30.5
11,-7.822391,110.116188,17.2,30.6
11,-7.822387,110.116203,17.5,30.6
11,-7.82238,110.116218,16.9,30.5
11,-7.822373,110.116233,16.7,30.5
11,-7.822367,110.116241,16.6,30.5
11,-7.82236,110.116256,16.5,30.5
11,-7.822353,110.116271,15.9,30.6
11,-7.822347,110.116279,16,30.6
11,-7.82234,110.116294,15.8,30.5
11,-7.822331,110.11631,14.9,30.5
11,-7.822325,110.116317,14.7,30.6
11,-7.822318,110.116333,14.1,30.6
11,-7.822312,110.116348,13.6,30.5
11,-7.822305,110.116355,12.1,30.5
11,-7.822298,110.116371,11.6,30.6
11,-7.822292,110.116386,11.3,30.6
11,-7.822287,110.116401,11.2,30.5
11,-7.822282,110.116409,10.5,30.6
11,-7.822277,110.116424,10.2,30.5
11,-7.82227,110.116439,10.1,30.5
11,-7.822263,110.116447,10,30.5
11,-7.822255,110.116462,10.1,30.5
11,-7.822248,110.116477,10.1,30.5
11,-7.822243,110.116485,10.2,30.6
11,-7.822238,110.1165,11.1,30.5
11,-7.822233,110.116516,10.9,30.5
11,-7.822228,110.116531,11.5,30.5
11,-7.822223,110.116539,10.9,30.5
11,-7.822218,110.116554,10.4,30.5
11,-7.822213,110.116561,10.1,30.6
11,-7.822206,110.116577,9.9,30.5
11,-7.822202,110.116592,9.6,30.5
11,-7.822195,110.1166,8.1,30.5
11,-7.82219,110.116615,7.4,30.5
11,-7.822184,110.11663,5.5,30.5
11,-7.82218,110.116638,4.6,30.6
11,-7.822175,110.116653,4.4,30.5
11,-7.822168,110.116661,4.3,30.6
11,-7.822162,110.116676,4.3,30.5
11,-7.822157,110.116683,4.5,30.6
11,-7.82215,110.116699,4.2,30.5
11,-7.822144,110.116706,2.6,30.5
11,-7.822138,110.116722,2.6,30.5
11,-7.822132,110.116729,4.5,30.5
11,-7.822126,110.116744,4.6,30.5
11,-7.822122,110.11676,4.7,30.6
11,-7.822117,110.116767,4.9,30.6
11,-7.822108,110.116783,5,30.6
11,-7.822102,110.116798,5.1,30.5
11,-7.822095,110.116806,5.2,30.6
11,-7.822088,110.116821,5.2,30.5
11,-7.822082,110.116836,5.3,30.6
11,-7.822075,110.116851,5.5,30.5
11,-7.822068,110.116859,2.1,30.6
11,-7.822062,110.116874,2.1,30.3
11,-7.822057,110.116889,6.7,30.5
11,-7.82205,110.116905,6.8,30.5
11,-7.822045,110.116912,6.9,30.5
11,-7.82204,110.116928,7.1,30.6
11,-7.822035,110.116943,8.3,30.6
11,-7.82203,110.11695,8.2,30.5
11,-7.822023,110.116966,9.1,30.5
11,-7.822017,110.116973,9.9,30.6
11,-7.82201,110.116989,9.8,30.6
11,-7.822003,110.116996,10.2,30.5
11,-7.821997,110.117012,10.4,30.5
11,-7.821988,110.117027,10.6,30.5
11,-7.821981,110.117034,11,30.5
11,-7.821975,110.11705,11.5,30.5
11,-7.82197,110.117065,12,30.6
11,-7.821963,110.117073,12.6,30.5
11,-7.821959,110.117088,12.6,30.5
11,-7.821952,110.117095,13.1,30.5
11,-7.821949,110.117111,13.5,30.5
11,-7.821943,110.117126,14.2,30.5
11,-7.821937,110.117134,14.4,30.6
11,-7.82193,110.117149,14.5,30.6
11,-7.821923,110.117156,15,30.6
11,-7.821917,110.117172,15.1,30.6
11,-7.82191,110.117179,15.7,30.6
11,-7.821903,110.117195,15.8,30.6
11,-7.821898,110.117202,17.5,30.6
11,-7.821892,110.117218,17.5,30.6
11,-7.821887,110.117225,17.6,30.6
11,-7.821883,110.11724,17.8,30.6
11,-7.82188,110.117256,18.6,30.5
11,-7.821875,110.117271,18.2,30.5
11,-7.82187,110.117286,18.4,30.5
11,-7.821863,110.117294,18.4,30.5
11,-7.821856,110.117309,18.4,30.7
11,-7.821848,110.117324,19.4,30.5
11,-7.821842,110.117332,19.1,30.5
11,-7.821835,110.117347,19.2,30.5
11,-7.82183,110.117355,19.3,30.6
11,-7.821825,110.11737,19.5,30.6
11,-7.82182,110.117378,19.6,30.6
11,-7.821815,110.117393,19.7,30.5
11,-7.82181,110.117408,19.9,30.6
11,-7.821805,110.117416,20,30.7
11,-7.821798,110.117431,20.8,30.6
11,-7.821794,110.117446,20.3,30.5
11,-7.821787,110.117454,21,30.5
11,-7.82178,110.117469,20.7,30.6
11,-7.821775,110.117477,20.8,30.5
11,-7.82177,110.117492,20.9,30.5
11,-7.821767,110.117507,21.2,30.6
11,-7.821762,110.117523,21.3,30.6
11,-7.821757,110.117538,21.3,30.6
11,-7.821752,110.117546,21.4,30.5
11,-7.821745,110.117561,21.5,30.6
11,-7.821738,110.117568,21.5,30.5
11,-7.821733,110.117584,21.7,30.6
11,-7.821728,110.117599,21.7,30.6
11,-7.821723,110.117607,22,30.6
11,-7.821718,110.117622,21.8,30.6
11,-7.821712,110.117637,21.9,30.6
11,-7.821707,110.117645,21.9,30.6
11,-7.821702,110.11766,22.1,30.5
11,-7.821695,110.117668,22,30.6
11,-7.82169,110.117683,22.1,30.6
11,-7.821685,110.117691,22.3,30.6
11,-7.82168,110.117706,22.4,30.6
11,-7.821673,110.117713,22.3,30.6
11,-7.821668,110.117729,22.3,30.7
11,-7.821663,110.117736,22.3,30.7
11,-7.82166,110.117752,22.3,30.6
11,-7.821655,110.117767,22.4,30.7
11,-7.82165,110.117782,22.4,30.7
11,-7.821643,110.11779,22.4,30.7
11,-7.82164,110.117805,22.4,30.8
11,-7.821635,110.117813,22.4,30.6
11,-7.82163,110.117828,22.4,30.6
11,-7.821625,110.117843,22.4,30.8
11,-7.82162,110.117858,22.4,30.6
11,-7.821617,110.117874,22.5,30.6
11,-7.821611,110.117881,22.5,30.7
11,-7.821607,110.117897,22.5,30.6
11,-7.821602,110.117912,22.5,30.6
11,-7.821597,110.117919,22.5,30.6
11,-7.82159,110.117935,22.5,30.7
11,-7.821587,110.11795,22.5,30.6
11,-7.821578,110.117973,22.6,30.8
11,-7.821573,110.117988,22.6,30.6
11,-7.821573,110.117988,22.6,30.7
11,-7.82157,110.118003,22.6,30.7
11,-7.821562,110.118026,22.6,30.6
11,-7.821558,110.118041,22.6,30.7
11,-7.821553,110.118049,22.6,30.7
11,-7.821548,110.118064,22.7,30.5
11,-7.821542,110.11808,22.7,30.6
11,-7.821537,110.118087,22.7,30.6
11,-7.821532,110.118103,22.8,30.7
11,-7.821525,110.11811,22.8,30.6
11,-7.82152,110.118125,22.8,30.7
11,-7.821515,110.118141,22.8,30.6
11,-7.821508,110.118148,22.9,30.6
11,-7.8215,110.118156,22.9,30.7
11,-7.821493,110.118171,23,30.7
11,-7.821486,110.118179,23.1,30.7
11,-7.821482,110.118194,24.2,30.7
11,-7.821477,110.118202,24,30.7
11,-7.821472,110.118209,24.2,30.6
11,-7.821466,110.118225,24,30.7
11,-7.821462,110.11824,24.4,30.7
11,-7.821456,110.118247,24,30.8
11,-7.821452,110.118263,24.3,30.6
11,-7.821446,110.11827,24.1,30.8
11,-7.821442,110.118286,23.9,30.7
11,-7.821438,110.118293,23.9,30.7
11,-7.821434,110.118309,23.9,30.6
11,-7.821428,110.118316,23.9,30.7
11,-7.821424,110.118331,24,30.6
11,-7.82142,110.118339,24,30.6
11,-7.821413,110.118354,24,30.7
11,-7.821407,110.118362,23.9,30.6
11,-7.821402,110.118377,24,30.6
11,-7.821395,110.118385,24.2,30.7
11,-7.821387,110.1184,24.1,30.6
11,-7.821382,110.118408,24.1,30.7
11,-7.821375,110.118423,24.2,30.8
11,-7.82137,110.118438,24.2,30.5
11,-7.821365,110.118446,24.3,30.7
11,-7.82136,110.118461,24.3,30.7
11,-7.821357,110.118476,24.3,30.7
11,-7.821355,110.118492,24.4,30.7
11,-7.82135,110.118499,24.5,30.6
11,-7.821345,110.118515,24.5,30.6
11,-7.82134,110.11853,24.5,30.7
11,-7.821333,110.118537,24.5,30.6
11,-7.821327,110.118553,24.6,30.7
11,-7.82132,110.11856,24.7,30.7
11,-7.821315,110.118576,24.7,30.6
11,-7.82131,110.118591,24.8,30.6
11,-7.821303,110.118598,25,30.8
11,-7.821297,110.118614,25,30.7
11,-7.821291,110.118629,24.9,30.7
11,-7.821285,110.118637,24.9,30.8
11,-7.82128,110.118652,24.9,30.7
11,-7.821273,110.118667,24.9,30.7
11,-7.821269,110.118675,24.8,30.8
11,-7.821262,110.11869,24.7,30.6
11,-7.821257,110.118698,25.3,30.6
11,-7.821253,110.118713,24,30.7
11,-7.821248,110.118728,24.1,30.6
11,-7.821247,110.118743,23.9,30.7
11,-7.821245,110.118751,23.9,30.7
11,-7.821242,110.118766,23.8,30.6
11,-7.821238,110.118782,23.9,30.7
11,-7.821235,110.118797,23.9,30.7
11,-7.821232,110.118812,23.9,30.6
11,-7.821228,110.11882,23.9,30.6
11,-7.821225,110.118835,23.9,30.7
11,-7.821222,110.11885,23.9,30.7
11,-7.821218,110.118865,23.9,30.6
11,-7.821215,110.118881,24,30.7
11,-7.82121,110.118896,24,30.7
11,-7.821205,110.118904,24,30.7
11,-7.8212,110.118919,24.1,30.7
11,-7.821193,110.118934,24.6,30.7
11,-7.82119,110.118942,24.2,30.6
11,-7.821185,110.118957,24.3,30.7
11,-7.82118,110.118972,24.4,30.7
11,-7.821175,110.11898,24.4,30.7
11,-7.82117,110.118995,24.3,30.6
11,-7.821165,110.11901,24.4,30.6
11,-7.821162,110.119018,24.4,30.7
11,-7.821156,110.119033,24.5,30.6
11,-7.821153,110.119049,24.5,30.6
11,-7.821152,110.119064,24.5,30.6
11,-7.821148,110.119071,24.5,30.6
11,-7.821145,110.119087,24.5,30.6
11,-7.821143,110.119102,24.6,30.5
11,-7.82114,110.119117,24.6,30.6
11,-7.821135,110.119132,24.6,30.6
11,-7.82113,110.11914,24.6,30.6
11,-7.821123,110.119155,24.5,30.7
11,-7.821118,110.119171,24.4,30.6
11,-7.821112,110.119178,24.2,30.5
11,-7.821107,110.119194,24.2,30.7
11,-7.8211,110.119201,24.1,30.5
11,-7.821095,110.119216,24.1,30.6
11,-7.821088,110.119224,24.2,30.6
11,-7.821082,110.119239,24.1,30.6
11,-7.821077,110.119247,24.4,30.6
11,-7.821074,110.119262,24.1,30.6
11,-7.821068,110.119277,23.9,30.5
11,-7.821065,110.119293,23.9,30.6
11,-7.821062,110.1193,24.1,30.6
11,-7.821058,110.119316,24,30.7
11,-7.821053,110.119331,24,30.5
11,-7.821047,110.119338,24,30.6
11,-7.821042,110.119354,24.2,30.6
11,-7.82104,110.119369,24.1,30.5
11,-7.821037,110.119384,24.5,30.6
11,-7.821035,110.1194,24.3,30.7
11,-7.821032,110.119407,25.3,30.7
11,-7.821028,110.119422,25.1,30.6
11,-7.821023,110.119438,25.2,30.6
11,-7.82102,110.119445,26.5,30.7
11,-7.821017,110.119461,26.5,30.5
11,-7.821012,110.119476,26.5,30.5
11,-7.821007,110.119483,26.5,30.5
11,-7.821002,110.119499,25.6,30.5
11,-7.820997,110.119514,26.6,30.7
11,-7.82099,110.119522,25.5,30.5
11,-7.820987,110.119537,25.3,30.6
11,-7.820983,110.119544,25.6,30.6
11,-7.820978,110.11956,25.2,30.6
11,-7.820975,110.119575,25.1,30.5
10,-7.82097,110.119583,25.1,30.5
10,-7.820965,110.119598,25.1,30.5
10,-7.820961,110.119613,25.1,30.6
10,-7.820957,110.119621,25,30.5
10,-7.820953,110.119636,25.1,30.6
10,-7.820949,110.119651,25,30.6
10,-7.820942,110.119659,25,30.5
10,-7.820935,110.119674,25,30.5
10,-7.820931,110.119682,25,30.5
10,-7.820929,110.119697,25,30.6
10,-7.820925,110.119712,25,30.6
10,-7.820923,110.11972,24.9,30.6
10,-7.82092,110.119735,25.3,30.6
10,-7.820918,110.11975,24.6,30.5
10,-7.820915,110.119766,24.5,30.6
10,-7.820912,110.119773,24.4,30.5
10,-7.820909,110.119789,24.4,30.6
10,-7.820907,110.119804,24.4,30.5
10,-7.820905,110.119812,24.4,30.5
10,-7.820902,110.119827,24.4,30.6
10,-7.820902,110.119842,24.2,30.6
10,-7.820898,110.119857,23.5,30.5
10,-7.820897,110.119865,23.5,30.5
10,-7.820895,110.11988,23.4,30.5
10,-7.820893,110.119895,23.3,30.5
10,-7.820891,110.119911,23.2,30.5
10,-7.820891,110.119918,23.8,30.5
10,-7.82089,110.119934,23.1,30.6
10,-7.82089,110.119949,23.2,30.5
10,-7.82089,110.119964,23.7,30.5
10,-7.820887,110.119979,23.3,30.5
10,-7.820885,110.119987,23.2,30.5
10,-7.82088,110.120002,23.2,30.5
10,-7.820878,110.120018,23.3,30.5
10,-7.820875,110.120025,23.3,30.5
10,-7.820873,110.12004,23.6,30.5
10,-7.82087,110.120056,22.9,30.5
10,-7.820867,110.120071,22.5,30.5
10,-7.820863,110.120079,22.4,30.6
10,-7.82086,110.120094,22.4,30.5
10,-7.820857,110.120109,22.9,30.5
10,-7.820853,110.120117,22.5,30.5
10,-7.820852,110.120132,22.5,30.5
10,-7.820848,110.120147,21.5,30.6
10,-7.820847,110.120155,21.6,30.6
10,-7.820843,110.12017,21,30.5
10,-7.82084,110.120178,21,30.6
10,-7.820837,110.120193,21,30.6
10,-7.820833,110.120201,20.9,30.5
10,-7.82083,110.120216,20.9,30.5
10,-7.820827,110.120223,21.3,30.5
10,-7.820823,110.120231,21.2,30.5
10,-7.820818,110.120246,21.2,30.5
10,-7.820815,110.120254,20.7,30.5
10,-7.820813,110.120269,20.8,30.6
10,-7.820812,110.120277,20.2,30.6
10,-7.82081,110.120292,19.7,30.6
10,-7.820812,110.1203,20.8,30.5
10,-7.820812,110.120307,20.1,30.6
10,-7.820813,110.120323,18.7,30.5
10,-7.820815,110.12033,18.7,30.5
10,-7.820816,110.120338,18.8,30.5
8,-7.82082,110.120346,18.6,30.5
11,-7.820823,110.120361,18.7,30.6
11,-7.820827,110.120368,18.7,30.5
11,-7.820832,110.120376,19,30.5
11,-7.820838,110.120384,18.7,30.6
11,-7.820847,110.120391,18.7,30.3
11,-7.820855,110.120399,18.8,30.3
11,-7.820863,110.120407,20,30.5
11,-7.82087,110.120414,21.3,30.5
11,-7.820877,110.120429,21.2,30.5
11,-7.820885,110.120437,21.6,30.3
11,-7.820893,110.120445,20.7,30.5
11,-7.820905,110.120452,20.4,30.3
11,-7.820915,110.12046,21.4,30.5
11,-7.820927,110.120468,21.1,30.6
12,-7.82094,110.120468,21.1,30.5
12,-7.820951,110.120475,20.3,30.6
12,-7.820963,110.120483,20,30.6
12,-7.820975,110.120491,19.7,30.3
12,-7.820987,110.120498,19.6,30.5
12,-7.821,110.120498,19.6,30.6
12,-7.821012,110.120506,19.6,30.5
12,-7.821023,110.120513,19.5,30.6
12,-7.821035,110.120513,19.6,30.6
12,-7.821047,110.120521,19.8,30.5
12,-7.821058,110.120529,19.5,30.5
12,-7.82107,110.120529,19.9,30.5
12,-7.821082,110.120536,19.5,30.5
12,-7.821095,110.120536,19.5,30.5
12,-7.821107,110.120544,19.5,30.5
12,-7.82112,110.120552,19.4,30.5
12,-7.821133,110.120552,19.4,30.5
12,-7.821146,110.120552,19.4,30.5
